BAS_DD,IDX_CLSS,IDX_NM,CLSPRC_IDX,CMPPREVDD_IDX,FLUC_RT,OPNPRC_IDX,HGPRC_IDX,LWPRC_IDX,ACC_TRDVOL,ACC_TRDVAL,MKTCAP
20211126,KOSPI,코스피,2936.44,-43.83,-1.47,2973.04,2985.77,2930.31,594707257,11894910355357,2165631236658233
20211126,KOSPI,코스피 200,385.07,-6.86,-1.75,390.61,392.81,384.19,145771166,8625603922656,1831345766736180
20211126,KOSPI,코스피 100,2906.68,-50.79,-1.72,2947.18,2963.27,2900.41,100357121,7370285846691,1661265294441780
20211126,KOSPI,코스피 50,2700.81,-45.96,-1.67,2736.77,2752.70,2693.90,52627040,5768837287881,1453136066992400
20211126,KOSPI,코스피 200 중소형주,1378.25,-28.57,-2.03,1403.33,1406.48,1375.79,45414045,1255318075965,170080472294400
20211126,KOSPI,코스피 200 초대형제외 지수,288.06,-4.94,-1.69,291.93,293.27,287.61,132768924,7681225965497,1399730488371180
20211126,KOSPI,코스피200제외 코스피지수,4036.92,-42.73,-1.05,4081.86,4121.17,4023.66,445364869,3121507204976,257237261281500
20211126,KOSPI,코스피 200 커뮤니케이션서비스,3233.62,-42.43,-1.30,3273.38,3288.11,3219.77,6269491,953766466135,225826862761300
20211126,KOSPI,코스피 200 건설,296.80,-6.66,-2.19,303.63,305.96,296.32,7577231,412537852650,42391832729230
20211126,KOSPI,코스피 200 중공업,299.46,-7.96,-2.59,306.21,307.31,299.13,15402080,314118976880,46179342554390
20211126,KOSPI,코스피 200 철강/소재,853.31,-9.33,-1.08,862.58,869.68,851.34,2220544,171996788600,44894014558100
20211126,KOSPI,코스피 200 에너지/화학,1892.18,-51.36,-2.64,1937.24,1941.66,1889.44,10823413,1162308693850,167602621791300
20211126,KOSPI,코스피 200 정보기술,3646.41,-64.01,-1.73,3686.36,3729.44,3638.09,24427537,2216189705819,645918583131200
20211126,KOSPI,코스피 200 금융,690.06,-14.59,-2.07,703.34,703.65,688.76,20702716,556755042932,166819535828110
20211126,KOSPI,코스피 200 생활소비재,1016.15,-18.56,-1.79,1032.19,1032.92,1014.94,5122139,321075745400,103658705346110
20211126,KOSPI,코스피 200 경기소비재,1664.86,-44.68,-2.61,1703.81,1704.26,1659.59,11460239,738114258655,160862386433765
20211126,KOSPI,코스피 200 산업재,574.41,-13.45,-2.29,587.03,589.29,573.15,21980545,385152278000,85340236185020
20211126,KOSPI,코스피 200 헬스케어,2260.86,54.99,2.49,2205.35,2277.39,2203.45,19785231,1393588113735,141851645417655
20211126,KOSPI,음식료품,3759.12,-60.09,-1.57,3821.25,3822.87,3748.52,9699798,89941419744,26261222573579
20211126,KOSPI,섬유의복,488.65,-12.83,-2.56,503.00,505.25,487.27,84865292,152170883724,12890434231891
20211126,KOSPI,종이목재,398.24,-4.14,-1.03,401.49,402.91,396.80,19257260,56777903600,3451728707825
20211126,KOSPI,화학,6366.66,-175.77,-2.69,6523.55,6534.30,6358.27,33260455,1238859698581,209538639177884
20211126,KOSPI,의약품,17514.14,544.85,3.21,16989.87,17687.51,16982.29,28082813,1521913249971,138809739668852
20211126,KOSPI,비금속광물,2790.84,-73.34,-2.56,2874.50,2928.99,2774.95,8295592,236194718464,23788249590683
20211126,KOSPI,철강금속,4529.45,-49.08,-1.07,4571.10,4607.90,4521.00,16239938,251168241565,52048591218390
20211126,KOSPI,기계,1114.06,-22.53,-1.98,1131.95,1141.77,1110.53,28290428,276476397275,36509026253019
20211126,KOSPI,전기전자,28137.51,-483.70,-1.69,28496.13,28791.05,28042.24,104585724,2853630871409,719490630070285
20211126,KOSPI,의료정밀,3173.65,171.53,5.71,3028.71,3211.34,2980.94,5409481,248460632640,8094193499760
20211126,KOSPI,운수장비,2066.00,-50.72,-2.40,2113.70,2115.37,2061.82,42511941,705539518828,156019388227276
20211126,KOSPI,유통업,367.31,-8.56,-2.28,374.87,375.29,366.55,65086997,467651450797,68394162964780
20211126,KOSPI,전기가스업,773.57,-9.47,-1.21,782.49,783.65,772.04,2068435,49727841860,21352555445310
20211126,KOSPI,건설업,115.07,-2.68,-2.28,117.82,117.99,115.06,11106655,128860945655,22623926465450
20211126,KOSPI,운수창고업,1880.56,-52.42,-2.71,1929.87,1938.43,1873.23,20268549,263220100855,43891601575155
20211126,KOSPI,통신업,416.40,0.12,0.03,416.51,417.92,415.69,3387598,43706556350,36843755247500
20211126,KOSPI,금융업,449.85,-6.20,-1.36,455.22,457.05,448.93,71902742,1865586763424,297734322468542
20211126,KOSPI,증권,2132.00,-31.96,-1.48,2161.45,2170.15,2131.36,18753250,114410753676,28886287812888
20211126,KOSPI,보험,13375.29,-345.83,-2.52,13726.38,13726.38,13340.09,7360302,103070136650,39744282997520
20211126,KOSPI,서비스업,1979.66,-33.99,-1.69,2008.39,2016.12,1973.00,34508206,1363780750119,268953264093999
20211126,KOSPI,제조업,7332.89,-103.89,-1.40,7416.66,7467.32,7313.89,384974229,7693705049162,1403076892902234
20211126,KOSPI,코스피 대형주,2834.92,-44.13,-1.53,2869.78,2885.85,2828.67,104391309,7248977244586,1627795543404090
20211126,KOSPI,코스피 중형주,3250.85,-62.62,-1.89,3313.96,3317.16,3247.63,89648095,1816658910166,252086683612069
20211126,KOSPI,코스피 소형주,2520.77,-58.42,-2.27,2580.76,2582.76,2516.04,383081336,1275954193185,98926251237991
20211126,KOSPI,코스피 200 비중상한 30%,384.55,-6.84,-1.75,390.07,392.25,383.68,145771166,8625603922656,1831345766736180
20211126,KOSPI,코스피 200 비중상한 25%,382.05,-6.75,-1.74,387.47,389.57,381.23,145771166,8625603922656,1831345766736180
20211126,KOSPI,코스피 200 비중상한 20%,373.20,-6.56,-1.73,378.44,380.43,372.45,145771166,8625603922656,1831345766736180
20211126,KOSPI,코스피 200 TOP 10,1527.52,-23.81,-1.53,1542.01,1553.85,1522.94,23495279,2696290775419,863730037431700
20211129,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,844400434,13092783140665,2148359052554220
20211129,KOSPI,코스피,2909.32,-27.12,-0.92,2906.15,2930.22,2890.78,841672190,13030531743510,2146335291992030
20211129,KOSPI,코스피 200,381.63,-3.44,-0.89,381.25,384.97,379.27,178592646,9562235370240,1805088538322345
20211129,KOSPI,코스피 100,2881.28,-25.40,-0.87,2878.92,2906.65,2865.82,127780840,8240992936170,1637863306299530
20211129,KOSPI,코스피 50,2680.63,-20.18,-0.75,2676.47,2704.10,2665.22,70677123,6630420643770,1434403250225750
20211129,KOSPI,코스피 200 중소형주,1356.17,-22.08,-1.60,1356.43,1368.27,1341.05,50811806,1321242434070,167225232022815
20211129,KOSPI,코스피 200 초대형제외 지수,284.42,-3.64,-1.26,284.84,286.87,283.14,161910087,8355629861040,1373473259957345
20211129,KOSPI,코스피200제외 코스피지수,3995.07,-41.85,-1.04,3961.11,4020.51,3927.73,650766984,2633463149007,254563058743257
20211129,KOSPI,코스피 200 커뮤니케이션서비스,3211.15,-22.47,-0.69,3217.47,3257.37,3185.59,18761692,1694989049000,214409105594250
20211129,KOSPI,코스피 200 건설,289.62,-7.18,-2.42,289.23,293.24,287.99,7769818,327061212330,41283192638240
20211129,KOSPI,코스피 200 중공업,283.83,-15.63,-5.22,294.69,294.72,282.93,30477385,609941713490,43568021012720
20211129,KOSPI,코스피 200 철강/소재,831.08,-22.23,-2.61,835.49,843.73,828.15,2533919,219769915950,43665505791400
20211129,KOSPI,코스피 200 에너지/화학,1873.86,-18.32,-0.97,1860.94,1889.74,1846.66,9092462,897980794700,166096262256400
20211129,KOSPI,코스피 200 정보기술,3629.57,-16.84,-0.46,3589.36,3665.62,3576.49,28474493,2467076860120,645148200650400
20211129,KOSPI,코스피 200 금융,683.28,-6.78,-0.98,679.06,687.62,675.50,22747676,605950710150,165990352410710
20211129,KOSPI,코스피 200 생활소비재,998.31,-17.84,-1.76,1006.64,1007.31,996.32,5797815,336542729140,101779505768220
20211129,KOSPI,코스피 200 경기소비재,1628.61,-36.25,-2.18,1643.32,1648.67,1623.56,12405283,729210758065,157365672846470
20211129,KOSPI,코스피 200 산업재,565.51,-8.90,-1.55,563.05,573.76,556.17,29979091,544366203295,83892163392585
20211129,KOSPI,코스피 200 헬스케어,2248.86,-12.00,-0.53,2291.86,2338.94,2241.82,10553012,1129345424000,141890555960950
20211129,KOSPI,음식료품,3707.44,-51.68,-1.37,3706.01,3737.83,3682.91,8324045,76354804581,25899408886156
20211129,KOSPI,섬유의복,481.46,-7.19,-1.47,485.58,488.83,475.77,87569481,146399721705,12700882858606
20211129,KOSPI,종이목재,397.74,-0.50,-0.13,395.61,399.09,387.51,15158201,50861030340,3447200048625
20211129,KOSPI,화학,6268.44,-98.22,-1.54,6266.37,6318.80,6217.87,32261394,1147162613769,206330212788773
20211129,KOSPI,의약품,17574.56,60.42,0.34,17893.06,18279.85,17476.52,22886016,1279107536273,139268073595345
20211129,KOSPI,비금속광물,2711.32,-79.52,-2.85,2721.82,2769.27,2698.10,8298361,157635527584,23111154242305
20211129,KOSPI,철강금속,4401.73,-127.72,-2.82,4451.24,4468.77,4386.95,15088183,286829033275,50581841565490
20211129,KOSPI,기계,1051.11,-62.95,-5.65,1102.95,1102.95,1046.30,43331441,579005484254,34409180458797
20211129,KOSPI,전기전자,28101.32,-36.19,-0.13,27829.97,28376.32,27730.36,91673433,3042670237145,717852086673030
20211129,KOSPI,의료정밀,3146.17,-27.48,-0.87,3152.76,3324.20,3080.53,10341413,313419109960,8024113970600
20211129,KOSPI,운수장비,2015.38,-50.62,-2.45,2028.26,2041.20,2008.55,28899020,676428966410,152224298595550
20211129,KOSPI,유통업,357.12,-10.19,-2.77,361.45,362.78,356.95,300517578,473554292233,66495501262855
20211129,KOSPI,전기가스업,757.80,-15.77,-2.04,769.48,769.48,756.59,2717194,61752488585,20917248576490
20211129,KOSPI,건설업,112.18,-2.89,-2.51,112.40,113.71,111.64,12693665,134863243520,22058889514350
20211129,KOSPI,운수창고업,1865.27,-15.29,-0.81,1838.88,1895.52,1810.27,37354145,399097371690,43534705839695
20211129,KOSPI,통신업,415.94,-0.46,-0.11,414.67,417.24,413.91,15218685,680389594680,27171075281550
20211129,KOSPI,금융업,449.43,-0.42,-0.09,444.21,451.29,440.33,66002863,1892534580117,308149998848931
20211129,KOSPI,증권,2096.35,-35.65,-1.67,2097.26,2121.85,2089.32,13918751,95858412519,28407584193667
20211129,KOSPI,보험,13231.07,-144.22,-1.08,13211.32,13309.05,13119.14,6952433,94558389855,39320020117125
20211129,KOSPI,서비스업,1953.65,-26.01,-1.31,1963.19,1979.91,1941.17,37875813,1533548571176,265403192744398
20211129,KOSPI,제조업,7265.44,-67.45,-0.92,7262.63,7321.35,7234.73,367632231,7830008874656,1389810727837538
20211129,KOSPI,코스피 대형주,2809.67,-25.25,-0.89,2810.35,2832.35,2798.29,133553951,8067143644510,1603654730349190
20211129,KOSPI,코스피 중형주,3186.36,-64.49,-1.98,3192.57,3216.18,3164.21,86209375,1857766549223,247056379145669
20211129,KOSPI,코스피 소형주,2459.62,-61.15,-2.43,2476.50,2488.69,2439.87,592748677,1192480858774,96538891083863
20211129,KOSPI,코스피 200 비중상한 30%,381.07,-3.48,-0.90,380.72,384.39,378.75,178592646,9562235370240,1805088538322345
20211129,KOSPI,코스피 200 비중상한 25%,378.36,-3.69,-0.97,378.16,381.63,376.18,178592646,9562235370240,1805088538322345
20211129,KOSPI,코스피 200 비중상한 20%,369.37,-3.83,-1.03,369.33,372.55,367.35,178592646,9562235370240,1805088538322345
20211129,KOSPI,코스피 200 TOP 10,1510.40,-17.12,-1.12,1518.83,1527.65,1503.47,27958577,3029035639020,859165084730400
20211130,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,983556318,19852270868593,2095821072303233
20211130,KOSPI,코스피,2839.01,-70.31,-2.42,2932.71,2942.93,2822.73,982418905,19838370455363,2093922931794698
20211130,KOSPI,코스피 200,373.24,-8.39,-2.20,385.01,386.34,370.86,258522165,15951427441278,1775046319157985
20211130,KOSPI,코스피 100,2821.39,-59.89,-2.08,2905.95,2915.35,2804.15,185642837,13432918970430,1603719720499490
20211130,KOSPI,코스피 50,2626.14,-54.49,-2.03,2703.39,2712.39,2610.19,116324741,11095042701339,1405873075542500
20211130,KOSPI,코스피 200 중소형주,1303.57,-52.60,-3.88,1369.95,1374.68,1296.07,72879328,2518508470848,171326598658495
20211130,KOSPI,코스피 200 초대형제외 지수,277.20,-7.22,-2.54,286.51,287.29,275.88,228157324,13767749582278,1349400823342985
20211130,KOSPI,코스피200제외 코스피지수,3848.04,-147.03,-3.68,4023.00,4043.53,3833.04,711426102,3549062600143,245180095028823
20211130,KOSPI,코스피 200 커뮤니케이션서비스,3135.09,-76.06,-2.37,3232.04,3245.71,3120.47,25234488,3478082153950,220576330188950
20211130,KOSPI,코스피 200 건설,283.45,-6.17,-2.13,293.44,295.79,281.95,10066763,437658400520,40623217191060
20211130,KOSPI,코스피 200 중공업,273.84,-9.99,-3.52,285.89,286.66,272.15,34282419,648814690000,42028856809930
20211130,KOSPI,코스피 200 철강/소재,808.63,-22.45,-2.70,838.59,842.82,804.77,3127520,260493206800,42810801066730
20211130,KOSPI,코스피 200 에너지/화학,1831.19,-42.67,-2.28,1886.13,1899.57,1819.90,13439749,1409959998850,161951245302450
20211130,KOSPI,코스피 200 정보기술,3542.99,-86.58,-2.39,3675.18,3690.63,3507.41,54575115,4826477668413,633948811322200
20211130,KOSPI,코스피 200 금융,657.44,-25.84,-3.78,682.44,684.46,653.13,44749621,1315717823166,159127764823255
20211130,KOSPI,코스피 200 생활소비재,959.24,-39.07,-3.91,999.14,1001.79,958.04,8953737,564968551431,97703937982980
20211130,KOSPI,코스피 200 경기소비재,1590.05,-38.56,-2.37,1644.96,1659.74,1583.60,27721621,1418457533785,153585209051380
20211130,KOSPI,코스피 200 산업재,552.01,-13.50,-2.39,571.64,574.24,546.77,26624993,526186007203,81838095444770
20211130,KOSPI,코스피 200 헬스케어,2216.73,-32.13,-1.43,2248.17,2274.07,2200.99,9746139,1064611407160,140852049974280
20211130,KOSPI,음식료품,3551.91,-155.53,-4.20,3712.70,3723.00,3541.80,11968127,139009699929,24818475224906
20211130,KOSPI,섬유의복,471.26,-10.20,-2.12,483.93,495.60,457.47,311614487,635554226253,12432366838025
20211130,KOSPI,종이목재,376.06,-21.68,-5.45,397.10,397.69,374.43,10914190,35460825690,3259550526745
20211130,KOSPI,화학,6066.63,-201.81,-3.22,6299.15,6325.30,6062.31,39148811,1691598185598,199589781318533
20211130,KOSPI,의약품,17440.33,-134.23,-0.76,17568.34,17862.11,17332.36,29366861,1307318886909,138204155436417
20211130,KOSPI,비금속광물,2696.68,-14.64,-0.54,2748.07,2816.55,2682.77,9207104,245125652208,22986355008818
20211130,KOSPI,철강금속,4305.36,-96.37,-2.19,4440.07,4465.21,4286.22,20186501,333736226917,49475193290407
20211130,KOSPI,기계,1016.32,-34.79,-3.31,1058.17,1093.35,1011.60,50435839,573359834891,33246702363740
20211130,KOSPI,전기전자,27587.28,-514.04,-1.83,28476.13,28627.28,27313.81,136948414,5619789421366,704129364486405
20211130,KOSPI,의료정밀,3159.26,13.09,0.42,3095.36,3247.24,2969.02,9744745,435608706740,8057500699930
20211130,KOSPI,운수장비,1960.72,-54.66,-2.71,2038.47,2043.40,1953.40,39890163,998515190933,148068450418989
20211130,KOSPI,유통업,348.09,-9.03,-2.53,359.62,361.01,346.05,90892176,858793257711,64814589729460
20211130,KOSPI,전기가스업,732.41,-25.39,-3.35,759.56,761.14,732.29,4320042,96373460525,20216377508170
20211130,KOSPI,건설업,108.52,-3.66,-3.26,113.23,113.52,107.96,14984432,170420624895,21339282307050
20211130,KOSPI,운수창고업,1811.52,-53.75,-2.88,1889.25,1903.18,1795.48,25005631,309015095610,42281016286060
20211130,KOSPI,통신업,399.47,-16.47,-3.96,411.18,412.33,396.86,10516786,350459373270,26094707181950
20211130,KOSPI,금융업,431.01,-18.42,-4.10,451.26,453.84,428.04,103002932,2657978837439,295508513988410
20211130,KOSPI,증권,2038.49,-57.86,-2.76,2106.89,2114.24,2010.53,19323242,141266887752,27640991640113
20211130,KOSPI,보험,12831.37,-399.70,-3.02,13219.53,13352.70,12761.76,12283045,175985611190,38137698090145
20211130,KOSPI,서비스업,1920.76,-32.89,-1.68,1969.13,1975.24,1909.89,49368819,3212944556654,260913646090143
20211130,KOSPI,제조업,7113.04,-152.40,-2.10,7333.42,7357.51,7069.80,675325698,12125217142797,1359969203453110
20211130,KOSPI,코스피 대형주,2753.18,-56.49,-2.01,2832.90,2841.39,2736.22,188546121,12408020116379,1571304887612655
20211130,KOSPI,코스피 중형주,3091.88,-94.48,-2.97,3207.62,3216.61,3075.94,111752952,2451813768465,239687711510627
20211130,KOSPI,코스피 소형주,2362.62,-97.00,-3.94,2471.70,2485.03,2356.79,639541050,1573895481977,92746185897106
20211130,KOSPI,코스피 200 비중상한 30%,372.66,-8.41,-2.21,384.43,385.74,370.31,258522165,15951427441278,1775046319157985
20211130,KOSPI,코스피 200 비중상한 25%,369.79,-8.57,-2.27,381.60,382.85,367.58,258522165,15951427441278,1775046319157985
20211130,KOSPI,코스피 200 비중상한 20%,360.81,-8.56,-2.32,372.45,373.62,358.74,258522165,15951427441278,1775046319157985
20211130,KOSPI,코스피 200 TOP 10,1479.45,-30.95,-2.05,1525.92,1530.53,1473.09,48588893,5257514071713,844616209292100
20211201,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,563927192,12534484740158,2143338151523723
20211201,KOSPI,코스피,2899.72,60.71,2.14,2860.12,2905.74,2837.03,563083217,12522754805983,2141490140491648
20211201,KOSPI,코스피 200,383.13,9.89,2.65,376.45,384.05,373.61,167598673,9948057079828,1816847930006435
20211201,KOSPI,코스피 100,2897.47,76.08,2.70,2846.40,2904.91,2827.39,115268538,8143606217373,1643078304710260
20211201,KOSPI,코스피 50,2696.05,69.91,2.66,2650.15,2703.89,2633.45,70561881,6686933567492,1440843306703250
20211201,KOSPI,코스피 200 중소형주,1320.04,16.47,1.26,1310.00,1320.10,1286.40,52330135,1804450862455,173769625296175
20211201,KOSPI,코스피 200 초대형제외 지수,282.56,5.36,1.93,279.44,283.19,276.93,145643817,8337172369628,1372696108286435
20211201,KOSPI,코스피200제외 코스피지수,3870.77,22.73,0.59,3855.15,3879.22,3800.40,389640034,2305092501080,246635303197068
20211201,KOSPI,코스피 200 커뮤니케이션서비스,3128.66,-6.43,-0.21,3152.51,3170.28,3091.06,13713827,1481732533600,220751021081400
20211201,KOSPI,코스피 200 건설,291.08,7.63,2.69,285.59,291.81,279.29,9368751,497054024090,41693223399440
20211201,KOSPI,코스피 200 중공업,281.53,7.69,2.81,275.22,282.02,272.17,20792512,386505654520,43247629174910
20211201,KOSPI,코스피 200 철강/소재,832.57,23.94,2.96,815.35,840.73,803.63,4049450,410730874930,44419661843050
20211201,KOSPI,코스피 200 에너지/화학,1881.29,50.10,2.74,1847.33,1886.85,1820.52,11418764,1145662246250,166595021514850
20211201,KOSPI,코스피 200 정보기술,3632.99,90.00,2.54,3573.61,3644.64,3529.18,33900656,2980774716700,656753574849000
20211201,KOSPI,코스피 200 금융,666.04,8.60,1.31,661.83,669.02,655.76,23483516,726643517350,160783835818765
20211201,KOSPI,코스피 200 생활소비재,974.36,15.12,1.58,963.80,980.70,960.89,6209208,417102476526,99172208910920
20211201,KOSPI,코스피 200 경기소비재,1641.23,51.18,3.22,1611.23,1645.90,1597.82,15187951,786284804372,158401124020715
20211201,KOSPI,코스피 200 산업재,568.71,16.70,3.03,553.88,569.03,550.83,22287121,431896180360,84363007752605
20211201,KOSPI,코스피 200 헬스케어,2222.01,5.28,0.24,2235.16,2256.93,2216.54,7186917,683670051130,140667621640780
20211201,KOSPI,음식료품,3596.23,44.32,1.25,3565.20,3608.91,3529.81,7580834,90224526094,25126606819044
20211201,KOSPI,섬유의복,470.88,-0.38,-0.08,474.40,474.40,457.01,123047808,186306823171,12422403864777
20211201,KOSPI,종이목재,380.91,4.85,1.29,375.39,382.30,368.64,6923597,22011526190,3301601239205
20211201,KOSPI,화학,6267.50,200.87,3.31,6121.96,6275.38,6052.72,30348746,1557885744235,206183096325125
20211201,KOSPI,의약품,17425.46,-14.87,-0.09,17633.67,17863.77,17380.52,19219440,894954820434,138075906819612
20211201,KOSPI,비금속광물,2728.31,31.63,1.17,2741.37,2741.37,2614.05,6176950,204911524445,23256159782160
20211201,KOSPI,철강금속,4460.97,155.61,3.61,4351.14,4532.84,4303.28,15528074,465860882618,51263209514670
20211201,KOSPI,기계,1054.58,38.26,3.76,1026.39,1056.82,1017.56,33800662,392675443763,34522334592854
20211201,KOSPI,전기전자,28563.42,976.14,3.54,27830.77,28646.50,27582.77,101338522,3645450956883,731006747450215
20211201,KOSPI,의료정밀,2962.01,-197.25,-6.24,3131.71,3168.04,2956.76,3736910,128320494540,7554406482660
20211201,KOSPI,운수장비,2018.81,58.09,2.96,1981.41,2026.00,1961.05,26368342,711924559355,152434738322380
20211201,KOSPI,유통업,354.84,6.75,1.94,348.47,355.24,345.96,52330496,411623094523,66072396567000
20211201,KOSPI,전기가스업,742.87,10.46,1.43,735.57,744.96,734.17,2508518,59838178755,20505232265050
20211201,KOSPI,건설업,111.42,2.90,2.67,108.66,111.79,107.69,9581989,112087304625,21907378403740
20211201,KOSPI,운수창고업,1875.83,64.31,3.55,1820.56,1882.64,1808.01,21697015,283366858495,43780712182105
20211201,KOSPI,통신업,397.05,-2.42,-0.61,399.01,400.94,390.58,5842182,184921112885,25936793480700
20211201,KOSPI,금융업,431.42,0.41,0.10,433.48,435.65,428.51,58322502,1538499465758,295814435026667
