BAS_DD,IDX_CLSS,IDX_NM,CLSPRC_IDX,CMPPREVDD_IDX,FLUC_RT,OPNPRC_IDX,HGPRC_IDX,LWPRC_IDX,ACC_TRDVOL,ACC_TRDVAL,MKTCAP
20231024,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,444165247,7949284788809,1898106189983309
20231024,KOSPI,코스피,2383.51,26.49,1.12,2371.55,2384.14,2326.67,443464593,7947232632744,1897110824026284
20231024,KOSPI,코스피 200,318.43,2.93,0.93,317.34,318.63,311.77,93256078,5696794937037,1654982984217825
20231024,KOSPI,코스피 100,2404.23,23.04,0.97,2395.01,2405.24,2355.39,64137339,4974555417337,1514767033327760
20231024,KOSPI,코스피 50,2212.39,23.46,1.07,2201.68,2213.45,2166.56,42126378,4150326767556,1307122838563790
20231024,KOSPI,코스피 200 중소형주,1096.65,7.16,0.66,1097.51,1098.58,1063.95,29118739,722239519700,140215950890065
20231024,KOSPI,코스피 200 초대형제외 지수,224.92,2.86,1.29,223.80,225.05,219.22,80464368,4822646604037,1246052879542825
20231024,KOSPI,코스피200제외 코스피지수,2988.31,48.14,1.64,2952.04,2988.31,2899.01,311763213,2137844656124,179722639162669
20231024,KOSPI,코스피 200 커뮤니케이션서비스,1562.90,38.30,2.51,1544.88,1564.67,1519.39,6637856,386459309974,100119428987690
20231024,KOSPI,코스피 200 건설,291.98,3.34,1.16,291.28,292.26,285.06,4010264,74664832905,20726369674830
20231024,KOSPI,코스피 200 중공업,298.38,3.08,1.04,297.27,298.92,287.72,11363537,209745324790,54547430002410
20231024,KOSPI,코스피 200 철강/소재,848.62,17.68,2.13,833.76,850.63,810.13,4835881,765653466600,58539552946130
20231024,KOSPI,코스피 200 에너지/화학,1276.55,18.61,1.48,1268.94,1276.67,1227.63,6406933,581141411528,123982226382000
20231024,KOSPI,코스피 200 정보기술,3068.39,34.59,1.14,3055.84,3071.50,3002.37,18540188,1571823873210,604288290931150
20231024,KOSPI,코스피 200 금융,619.59,0.82,0.13,623.82,623.98,612.88,11784826,279412224370,158570651339000
20231024,KOSPI,코스피 200 생활소비재,755.50,1.20,0.16,759.82,759.82,743.95,3152570,181076240854,75043406374840
20231024,KOSPI,코스피 200 경기소비재,1414.54,-7.09,-0.50,1426.81,1427.89,1393.07,7053545,316487668415,140115143579685
20231024,KOSPI,코스피 200 산업재,554.46,3.16,0.57,556.32,557.36,537.45,12682053,831896565771,214727560035650
20231024,KOSPI,코스피 200 헬스케어,1564.20,22.80,1.48,1539.18,1565.97,1519.01,6788425,498434018620,104322923964440
20231024,KOSPI,음식료품,3471.35,16.06,0.46,3471.10,3477.60,3408.12,5794396,50872374964,24338732502970
20231024,KOSPI,섬유의복,296.34,3.28,1.12,293.39,296.66,286.82,4811857,17578262118,7074254709064
20231024,KOSPI,종이목재,443.41,2.60,0.59,440.74,443.41,438.86,947692,3465827109,3940630933347
20231024,KOSPI,화학,4560.26,70.88,1.58,4526.26,4560.26,4372.06,21881727,758367749088,149619208391339
20231024,KOSPI,의약품,12305.01,469.13,3.96,11906.15,12305.94,11906.15,18078799,557629734681,103085430664707
20231024,KOSPI,비금속광물,3810.00,27.08,0.72,3796.63,3810.26,3723.35,8234991,52737531998,8389147815378
20231024,KOSPI,철강금속,5743.93,161.89,2.90,5598.29,5799.54,5437.07,22369728,898956763556,69477756960631
20231024,KOSPI,기계,1004.73,17.67,1.79,999.34,1005.02,965.48,35423379,391304679585,39493200432808
20231024,KOSPI,전기전자,25426.25,266.61,1.06,25280.49,25433.27,24833.96,41246135,2375312131700,784040415603670
20231024,KOSPI,의료정밀,1347.62,17.72,1.33,1340.11,1348.31,1302.12,6282025,29369794305,3671436101040
20231024,KOSPI,운수장비,1990.34,-12.09,-0.60,2006.78,2007.84,1957.83,28410689,456843107754,149414720580820
20231024,KOSPI,유통업,341.76,0.10,0.03,344.20,344.54,335.18,26186927,298647793228,64779712068399
20231024,KOSPI,전기가스업,552.36,-2.22,-0.40,555.99,556.81,542.59,3268157,44570278130,14569864748740
20231024,KOSPI,건설업,68.88,1.25,1.85,68.27,68.89,67.12,75862499,444270120136,13943036322322
20231024,KOSPI,운수창고업,1353.37,12.27,0.91,1352.79,1355.15,1315.50,15398816,92812766537,32770743971766
20231024,KOSPI,통신업,367.78,-0.20,-0.05,367.48,369.11,364.47,2597975,48976292078,24167878609231
20231024,KOSPI,금융업,351.79,0.62,0.18,353.88,353.88,347.42,59228807,762020720439,249009691483335
20231024,KOSPI,증권,1664.23,16.45,1.00,1665.91,1668.71,1639.81,16337356,96710359699,18857614396930
20231024,KOSPI,보험,16575.47,-167.41,-1.00,16850.12,16850.12,16477.70,4876234,54195800910,42140160990415
20231024,KOSPI,서비스업,1000.25,24.69,2.53,988.89,1000.36,969.74,27394865,603698156139,139731096281627
20231024,KOSPI,제조업,6434.53,79.29,1.25,6387.68,6435.63,6267.25,197104117,5637391989921,1357109073519439
20231024,KOSPI,코스피 대형주,2380.57,26.84,1.14,2368.64,2381.72,2325.01,68206932,5255502699886,1531808696960860
20231024,KOSPI,코스피 중형주,2566.12,25.07,0.99,2558.12,2566.12,2497.77,118398403,1177712865293,215561473509692
20231024,KOSPI,코스피 소형주,2186.40,25.86,1.20,2163.43,2186.40,2130.13,216432785,1358837592122,84657242009422
20231024,KOSPI,코스피 200 비중상한 30%,317.86,2.93,0.93,316.77,317.99,311.21,93256078,5696794937037,1654982984217825
20231024,KOSPI,코스피 200 비중상한 25%,313.42,3.03,0.98,312.28,313.56,306.70,93256078,5696794937037,1654982984217825
20231024,KOSPI,코스피 200 비중상한 20%,303.17,3.11,1.04,301.99,303.31,296.45,93256078,5696794937037,1654982984217825
20231024,KOSPI,코스피 200 TOP 10,1230.58,25.57,2.12,1213.30,1233.36,1193.31,20455066,2821298080538,868894353991100
20231025,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,440806736,7832203371912,1882419020271508
20231025,KOSPI,코스피,2363.17,-20.34,-0.85,2389.23,2389.90,2362.69,440388399,7831056525147,1881430948832508
20231025,KOSPI,코스피 200,316.49,-1.94,-0.61,319.26,319.59,316.30,91218212,5990647874872,1638326343330425
20231025,KOSPI,코스피 100,2386.90,-17.33,-0.72,2410.37,2411.72,2385.69,62721829,5264685012186,1497006717560770
20231025,KOSPI,코스피 50,2190.87,-21.52,-0.97,2216.95,2216.95,2190.48,39211565,4432065332716,1287431458182450
20231025,KOSPI,코스피 200 중소형주,1105.47,8.82,0.80,1099.52,1110.98,1098.11,28496383,725962862686,141319625769655
20231025,KOSPI,코스피 200 초대형제외 지수,223.67,-1.25,-0.56,225.32,225.81,223.54,80607509,5266180230369,1232381129930425
20231025,KOSPI,코스피200제외 코스피지수,2998.58,10.27,0.34,3001.55,3016.23,2992.66,283409187,1710737533718,180362559452572
20231025,KOSPI,코스피 200 커뮤니케이션서비스,1561.59,-1.31,-0.08,1565.77,1568.60,1553.14,4212953,315166280406,100130093403920
20231025,KOSPI,코스피 200 건설,293.61,1.63,0.56,292.41,295.10,291.32,3027427,53972445435,20786316951530
20231025,KOSPI,코스피 200 중공업,303.29,4.91,1.65,300.46,306.56,298.56,13462828,238083260280,55607541848940
20231025,KOSPI,코스피 200 철강/소재,836.37,-12.25,-1.44,850.43,851.11,833.71,4880424,627016618070,56258137707360
20231025,KOSPI,코스피 200 에너지/화학,1257.33,-19.22,-1.51,1275.55,1281.39,1257.06,5258671,583659823940,121189587532180
20231025,KOSPI,코스피 200 정보기술,3061.27,-7.12,-0.23,3072.57,3097.44,3051.79,18927111,1650246182783,600733984656200
20231025,KOSPI,코스피 200 금융,622.64,3.05,0.49,621.62,626.98,617.53,11089044,321331332846,159675422445380
20231025,KOSPI,코스피 200 생활소비재,773.40,17.90,2.37,758.16,776.72,757.51,4572658,312400028114,76669314923460
20231025,KOSPI,코스피 200 경기소비재,1422.72,8.18,0.58,1418.89,1428.16,1412.74,6562497,296243171930,140726453920905
20231025,KOSPI,코스피 200 산업재,540.23,-14.23,-2.57,555.60,555.72,539.73,15642548,1317496264979,203084523802520
20231025,KOSPI,코스피 200 헬스케어,1562.63,-1.57,-0.10,1572.14,1575.15,1551.81,3582051,275032466089,103464966138030
20231025,KOSPI,음식료품,3536.44,65.09,1.88,3473.26,3553.55,3469.23,7563309,70906410993,24791688578585
20231025,KOSPI,섬유의복,300.20,3.86,1.30,296.42,302.75,294.88,2052729,17964963028,7166097707508
20231025,KOSPI,종이목재,445.85,2.44,0.55,443.92,446.24,443.65,1035485,3791982117,3962078431345
20231025,KOSPI,화학,4490.44,-69.82,-1.53,4561.35,4578.88,4489.82,27132317,916156416234,147361370483914
20231025,KOSPI,의약품,12203.62,-101.39,-0.82,12339.56,12350.97,12127.15,32873282,449627915482,102242309389972
20231025,KOSPI,비금속광물,3809.29,-0.71,-0.02,3809.83,3833.68,3796.75,7709638,62295662683,8387511601004
20231025,KOSPI,철강금속,5550.97,-192.96,-3.36,5745.98,5745.98,5533.77,15431113,702841760017,67144166341009
20231025,KOSPI,기계,1003.77,-0.96,-0.10,1010.33,1017.66,999.74,32431465,383183132569,39455135865051
20231025,KOSPI,전기전자,24887.32,-538.93,-2.12,25461.40,25461.40,24887.32,37905853,2828917146759,768727888872827
20231025,KOSPI,의료정밀,1361.46,13.84,1.03,1350.86,1375.86,1350.86,2476130,18854501015,3709127356900
20231025,KOSPI,운수장비,2006.77,16.43,0.83,2000.81,2020.48,1990.62,84826292,463333158861,150570010573477
20231025,KOSPI,유통업,340.57,-1.19,-0.35,345.02,345.02,339.74,21432035,389109075803,64562416932946
20231025,KOSPI,전기가스업,558.68,6.32,1.14,554.16,561.02,553.40,2638861,34148596715,14736615697970
20231025,KOSPI,건설업,69.28,0.40,0.58,68.98,69.76,68.81,15176038,94069256741,14021425364310
20231025,KOSPI,운수창고업,1376.36,22.99,1.70,1356.58,1382.41,1356.58,18067482,100079130540,33326346627939
20231025,KOSPI,통신업,367.89,0.11,0.03,369.05,369.53,366.89,2776928,35443604933,24175221204081
20231025,KOSPI,금융업,355.28,3.49,0.99,352.98,356.27,352.58,34552081,596285664386,251481468620583
20231025,KOSPI,증권,1690.25,26.02,1.56,1666.49,1698.75,1666.49,8684021,88583764286,19134151916714
20231025,KOSPI,보험,16933.06,357.59,2.16,16591.30,16997.56,16591.30,4803311,69892750804,43043210434670
20231025,KOSPI,서비스업,1003.92,3.67,0.37,1002.65,1007.92,997.42,25165690,555689966116,140243891136723
20231025,KOSPI,제조업,6339.55,-94.98,-1.48,6446.38,6446.38,6339.06,256744416,5998131923935,1337854724001976
20231025,KOSPI,코스피 대형주,2352.08,-28.49,-1.20,2386.07,2386.07,2351.55,66607220,5548272077586,1513107306249360
20231025,KOSPI,코스피 중형주,2591.65,25.53,0.99,2574.14,2599.37,2572.08,71548283,1156982626438,217712096756934
20231025,KOSPI,코스피 소형주,2201.72,15.32,0.70,2190.55,2208.37,2189.08,234409420,958467425296,85253252235103
20231025,KOSPI,코스피 200 비중상한 30%,315.92,-1.94,-0.61,318.68,319.01,315.74,91218212,5990647874872,1638326343330425
20231025,KOSPI,코스피 200 비중상한 25%,311.53,-1.89,-0.60,314.20,314.57,311.37,91218212,5990647874872,1638326343330425
20231025,KOSPI,코스피 200 비중상한 20%,301.37,-1.80,-0.59,303.89,304.30,301.24,91218212,5990647874872,1638326343330425
20231025,KOSPI,코스피 200 TOP 10,1197.62,-32.96,-2.68,1230.00,1230.00,1197.17,18769117,2885646086299,849177731823000
20231026,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,531072827,9251519468286,1832032727433878
20231026,KOSPI,코스피,2299.08,-64.09,-2.71,2325.82,2330.55,2299.08,530474279,9249989094881,1831063708742283
20231026,KOSPI,코스피 200,307.75,-8.74,-2.76,311.36,312.37,307.75,110774427,7147843599760,1594021634219925
20231026,KOSPI,코스피 100,2320.67,-66.23,-2.77,2347.34,2354.94,2320.67,76562804,6402490209995,1456615706278720
20231026,KOSPI,코스피 50,2127.36,-63.51,-2.90,2152.23,2160.00,2127.36,53464183,5606476045176,1252358392457150
20231026,KOSPI,코스피 200 중소형주,1074.65,-30.82,-2.79,1091.37,1092.97,1072.95,34211623,745353389765,137405927941205
20231026,KOSPI,코스피 200 초대형제외 지수,216.64,-7.03,-3.14,219.60,220.00,216.64,95256803,6107693063532,1195837138134925
20231026,KOSPI,코스피200제외 코스피지수,2915.28,-83.30,-2.78,2958.16,2958.16,2907.66,381131147,1970586800282,175359140535793
20231026,KOSPI,코스피 200 커뮤니케이션서비스,1514.05,-47.54,-3.04,1531.27,1536.55,1514.05,6343558,506701662473,96886551452430
20231026,KOSPI,코스피 200 건설,286.87,-6.74,-2.30,290.76,291.80,286.02,3767593,68302750870,20277700934040
20231026,KOSPI,코스피 200 중공업,292.08,-11.21,-3.70,298.28,302.63,291.90,19125726,326290617770,53390980240480
20231026,KOSPI,코스피 200 철강/소재,808.29,-28.08,-3.36,819.21,822.36,805.79,3921559,766763294549,53710351539270
20231026,KOSPI,코스피 200 에너지/화학,1205.67,-51.66,-4.11,1231.59,1233.31,1202.54,7068881,753963566290,115840378671870
20231026,KOSPI,코스피 200 정보기술,2923.27,-138.00,-4.51,2982.46,2997.24,2919.47,27483145,2467881808009,582783213678050
20231026,KOSPI,코스피 200 금융,612.53,-10.11,-1.62,617.98,621.24,612.53,12489901,318902523135,157176540374170
20231026,KOSPI,코스피 200 생활소비재,764.10,-9.30,-1.20,770.66,772.69,761.95,3457596,216524283630,75741091499570
20231026,KOSPI,코스피 200 경기소비재,1398.66,-24.06,-1.69,1412.31,1416.07,1395.10,8756341,392072258890,138421190276715
20231026,KOSPI,코스피 200 산업재,523.67,-16.56,-3.07,531.15,534.63,523.24,14587457,1031772087464,196595527962270
20231026,KOSPI,코스피 200 헬스케어,1542.97,-19.66,-1.26,1540.50,1557.31,1528.38,3772670,298668746680,103198107591060
20231026,KOSPI,음식료품,3496.65,-39.79,-1.13,3525.93,3530.40,3487.96,21414776,78397988534,24513249797506
20231026,KOSPI,섬유의복,293.52,-6.68,-2.23,297.77,299.02,292.58,2193921,13264514610,7007019240436
20231026,KOSPI,종이목재,388.91,-56.94,-12.77,443.97,443.97,387.96,1098971,4360441056,3456772455997
20231026,KOSPI,화학,4310.80,-179.64,-4.00,4394.28,4399.12,4304.53,48874634,1087900779573,141486883685726
20231026,KOSPI,의약품,12170.61,-33.01,-0.27,12082.60,12322.60,12000.50,60353802,609145270588,101964251634866
20231026,KOSPI,비금속광물,3722.19,-87.10,-2.29,3784.18,3784.18,3712.35,6514072,55874048240,8195933015130
20231026,KOSPI,철강금속,5314.05,-236.92,-4.27,5395.83,5441.30,5291.35,14914719,855888781988,64278712835746
20231026,KOSPI,기계,967.02,-36.75,-3.66,980.06,987.63,963.69,38747254,366621124212,38010724046811
20231026,KOSPI,전기전자,24103.11,-784.21,-3.15,24385.56,24591.02,24103.11,48244217,3396763862301,745269427357987
20231026,KOSPI,의료정밀,1332.81,-28.65,-2.10,1337.81,1363.84,1323.61,2452017,29625155395,3631069173550
20231026,KOSPI,운수장비,1963.36,-43.41,-2.16,1987.44,1992.54,1963.31,113744772,646896726608,147335781996949
20231026,KOSPI,유통업,330.60,-9.97,-2.93,336.77,337.53,330.00,20399859,299514280560,62675644064699
20231026,KOSPI,전기가스업,552.42,-6.26,-1.12,555.13,556.38,550.30,3820701,53913388540,14571452388290
20231026,KOSPI,건설업,68.06,-1.22,-1.76,68.60,68.87,67.85,22744900,111563515217,13772400601645
20231026,KOSPI,운수창고업,1347.81,-28.55,-2.07,1363.02,1364.39,1341.63,12277923,88809178780,32635265731172
20231026,KOSPI,통신업,365.58,-2.31,-0.63,366.03,367.73,365.28,2813411,54710555677,24023479370882
20231026,KOSPI,금융업,349.44,-5.84,-1.64,352.93,353.47,349.44,45089372,770829944964,247357739567807
20231026,KOSPI,증권,1662.57,-27.68,-1.64,1675.92,1675.92,1658.79,5012740,52112685204,18840642566501
20231026,KOSPI,보험,16876.91,-56.15,-0.33,16924.65,16942.76,16706.16,3994142,77791660245,42895580125550
20231026,KOSPI,서비스업,971.16,-32.76,-3.26,984.95,986.17,970.86,25262563,670812172472,135666032312021
20231026,KOSPI,제조업,6153.69,-185.86,-2.93,6225.37,6249.13,6153.69,361531532,7183633877386,1299338946813807
20231026,KOSPI,코스피 대형주,2287.42,-64.66,-2.75,2312.88,2319.98,2287.42,80705451,6687903855716,1471520650248890
20231026,KOSPI,코스피 중형주,2523.50,-68.15,-2.63,2558.66,2558.66,2519.65,75014111,1039898832433,211988363072960
20231026,KOSPI,코스피 소형주,2153.57,-48.15,-2.19,2184.98,2184.98,2148.58,334734743,1359636628953,83390939473588
20231026,KOSPI,코스피 200 비중상한 30%,307.20,-8.72,-2.76,310.80,311.79,307.20,110774427,7147843599760,1594021634219925
20231026,KOSPI,코스피 200 비중상한 25%,302.78,-8.75,-2.81,306.40,307.30,302.78,110774427,7147843599760,1594021634219925
20231026,KOSPI,코스피 200 비중상한 20%,292.71,-8.66,-2.87,296.31,297.08,292.71,110774427,7147843599760,1594021634219925
20231026,KOSPI,코스피 200 TOP 10,1158.59,-39.03,-3.26,1168.66,1177.08,1158.34,27815781,3776960435195,826096147969500
20231027,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,514875992,8009947757095,1834541640781010
20231027,KOSPI,코스피,2302.81,3.73,0.16,2311.59,2321.84,2293.05,514214941,8008233443055,1833567387436545
20231027,KOSPI,코스피 200,308.53,0.78,0.25,309.68,310.43,307.24,92934386,5978754499550,1597031432203450
20231027,KOSPI,코스피 100,2326.35,5.68,0.24,2335.20,2339.98,2317.02,65572732,5317505524415,1459306923433990
20231027,KOSPI,코스피 50,2133.09,5.73,0.27,2140.51,2145.66,2123.63,46062582,4670363599306,1255142634913460
20231027,KOSPI,코스피 200 중소형주,1076.39,1.74,0.16,1082.07,1089.22,1071.23,27361654,661248975135,137724508769460
20231027,KOSPI,코스피 200 초대형제외 지수,216.53,-0.11,-0.05,218.32,218.92,216.09,81599660,5219561641910,1195265066588450
20231027,KOSPI,코스피200제외 코스피지수,2913.38,-1.90,-0.07,2916.86,2943.83,2892.78,397580369,1914659574181,175251529924152
20231027,KOSPI,코스피 200 커뮤니케이션서비스,1534.48,20.43,1.35,1528.06,1545.96,1526.80,3898736,299736518610,98220703038950
20231027,KOSPI,코스피 200 건설,287.24,0.37,0.13,287.82,290.72,286.16,3778948,63677243965,20276959198800
20231027,KOSPI,코스피 200 중공업,287.33,-4.75,-1.63,295.04,297.01,286.31,15100800,249190246050,52840994741770
20231027,KOSPI,코스피 200 철강/소재,805.01,-3.28,-0.41,813.01,819.70,798.89,2951930,553174708270,53780749720270
20231027,KOSPI,코스피 200 에너지/화학,1220.94,15.27,1.27,1218.41,1240.55,1210.35,6496698,679111071290,117451203166820
20231027,KOSPI,코스피 200 정보기술,2941.70,18.43,0.63,2943.25,2962.12,2909.30,20857026,1955602971326,587546855921800
20231027,KOSPI,코스피 200 금융,605.32,-7.21,-1.18,617.15,618.49,603.65,14787120,340565617980,155466591354930
20231027,KOSPI,코스피 200 생활소비재,751.18,-12.92,-1.69,764.06,764.32,749.54,3512141,384233854140,74610759434590
20231027,KOSPI,코스피 200 경기소비재,1390.66,-8.00,-0.57,1418.69,1422.71,1386.51,7541345,429606393564,137290249256040
20231027,KOSPI,코스피 200 산업재,523.94,0.27,0.05,527.01,532.10,522.12,10876159,825278057105,196900035135810
20231027,KOSPI,코스피 200 헬스케어,1540.41,-2.56,-0.17,1546.54,1555.54,1530.08,3133483,198577817250,102646331233670
20231027,KOSPI,음식료품,3501.26,4.61,0.13,3522.07,3526.11,3487.24,4298798,50669167919,24544905898677
20231027,KOSPI,섬유의복,285.03,-8.49,-2.89,294.35,294.48,284.58,1807385,27004924721,6805560274221
20231027,KOSPI,종이목재,352.55,-36.36,-9.35,388.88,389.65,350.82,750405,3149036413,3133934298259
20231027,KOSPI,화학,4326.47,15.67,0.36,4332.33,4391.74,4292.12,47885197,1237824770455,141952179139240
20231027,KOSPI,의약품,12123.74,-46.87,-0.39,12109.94,12233.55,12037.20,52794683,480112865105,101572114797404
20231027,KOSPI,비금속광물,3736.60,14.41,0.39,3730.33,3774.36,3720.04,3723182,28915506530,8227674028273
20231027,KOSPI,철강금속,5356.79,42.74,0.80,5358.65,5470.05,5275.68,62347348,752212643379,64795664434943
20231027,KOSPI,기계,954.27,-12.75,-1.32,975.77,975.77,949.45,27760418,282977884622,37520712626475
20231027,KOSPI,전기전자,24265.84,162.73,0.68,24201.57,24349.49,24036.55,46898656,2717551200594,749656423542331
20231027,KOSPI,의료정밀,1356.30,23.49,1.76,1344.91,1366.77,1329.65,1669458,28914724880,3695085067730
20231027,KOSPI,운수장비,1950.05,-13.31,-0.68,1990.69,2000.25,1944.27,101277294,694945465448,146356462165736
20231027,KOSPI,유통업,330.69,0.09,0.03,333.92,334.52,329.91,20811336,273419861715,62685070918469
20231027,KOSPI,전기가스업,558.58,6.16,1.12,555.84,561.59,552.56,2889902,36607420965,14734028126400
20231027,KOSPI,건설업,68.04,-0.02,-0.03,68.14,68.81,67.89,10279665,67269973273,13769848423631
20231027,KOSPI,운수창고업,1360.08,12.27,0.91,1355.52,1368.85,1350.30,8594165,64499028360,32932357908918
20231027,KOSPI,통신업,366.82,1.24,0.34,366.85,368.13,365.47,1732980,32433241076,24104782955648
20231027,KOSPI,금융업,346.14,-3.30,-0.94,351.71,351.95,345.75,51172452,651033519106,245057762686353
20231027,KOSPI,증권,1667.99,5.42,0.33,1672.58,1680.35,1663.04,16463472,45434616796,18902335097061
20231027,KOSPI,보험,16601.17,-275.74,-1.63,16946.81,16946.81,16589.04,6466271,62588205775,42203377572860
20231027,KOSPI,서비스업,979.20,8.04,0.83,976.83,988.25,974.35,43492567,541981838073,136792774493123
20231027,KOSPI,제조업,6170.97,17.28,0.28,6184.63,6219.65,6128.03,353697036,6331623033078,1302467705867298
20231027,KOSPI,코스피 대형주,2291.81,4.39,0.19,2300.85,2309.99,2282.37,69742415,5597097978040,1474367197316830
20231027,KOSPI,코스피 중형주,2525.93,2.43,0.10,2539.02,2552.91,2514.79,62753916,904186991384,212190598517468
20231027,KOSPI,코스피 소형주,2151.24,-2.33,-0.11,2144.72,2168.08,2137.22,356615729,1363560965937,83312718848104
20231027,KOSPI,코스피 200 비중상한 30%,307.97,0.77,0.25,309.12,309.85,306.69,92934386,5978754499550,1597031432203450
20231027,KOSPI,코스피 200 비중상한 25%,303.42,0.64,0.21,304.73,305.46,302.25,92934386,5978754499550,1597031432203450
20231027,KOSPI,코스피 200 비중상한 20%,293.18,0.47,0.16,294.67,295.40,292.16,92934386,5978754499550,1597031432203450
20231027,KOSPI,코스피 200 TOP 10,1163.35,4.76,0.41,1166.50,1177.77,1154.18,22158770,2998201334676,830942745333700
20231030,KOSPI,코스피 (외국주포함),-,-,-,-,-,-,444842306,6954632697493,1840684678719156
20231030,KOSPI,코스피,2310.55,7.74,0.34,2292.34,2317.75,2292.34,444477419,6953618321943,1839714632105541
20231030,KOSPI,코스피 200,308.95,0.42,0.14,307.01,310.12,306.89,95847666,4917393348916,1601800798334580
20231030,KOSPI,코스피 100,2327.46,1.11,0.05,2314.49,2336.18,2314.00,63833694,4236210518725,1462150142542630
20231030,KOSPI,코스피 50,2133.01,-0.08,0.00,2121.44,2141.76,2121.44,41237788,3464845963675,1256934804767980
20231030,KOSPI,코스피 200 중소형주,1090.26,13.87,1.29,1073.49,1091.21,1072.59,32013972,681182830191,139650655791950
20231030,KOSPI,코스피 200 초대형제외 지수,216.97,0.44,0.20,215.43,217.46,215.43,85708396,4235529979716,1200034432719580
20231030,KOSPI,코스피200제외 코스피지수,2932.74,19.36,0.66,2907.70,2934.01,2892.22,289822074,1929485881425,176417575042018
20231030,KOSPI,코스피 200 커뮤니케이션서비스,1540.07,5.59,0.36,1531.47,1549.61,1528.32,3596857,227631145473,98622363671020
20231030,KOSPI,코스피 200 건설,281.25,-5.99,-2.09,285.28,286.71,280.71,5753652,111179895375,19692761798560
20231030,KOSPI,코스피 200 중공업,286.71,-0.62,-0.22,287.06,289.80,282.41,13520576,221052549506,52616131347280
20231030,KOSPI,코스피 200 철강/소재,835.72,30.71,3.81,800.99,835.90,800.39,2658967,385315360710,55433247723680
20231030,KOSPI,코스피 200 에너지/화학,1250.37,29.43,2.41,1214.09,1258.00,1213.62,5537612,541756063710,120203507367530
20231030,KOSPI,코스피 200 정보기술,2957.93,16.23,0.55,2925.28,2983.61,2925.28,16056710,1431457874550,588540902651550
20231030,KOSPI,코스피 200 금융,597.25,-8.07,-1.33,599.86,603.35,591.59,17041735,389239793447,153851813654950
20231030,KOSPI,코스피 200 생활소비재,752.10,0.92,0.12,748.50,755.04,746.68,2896633,211330612632,74831412572750
20231030,KOSPI,코스피 200 경기소비재,1366.80,-23.86,-1.72,1389.66,1393.06,1358.67,9080137,533382638275,135182298540180
20231030,KOSPI,코스피 200 산업재,532.90,8.96,1.71,522.10,535.41,522.06,17315943,704436107978,199923370128850
20231030,KOSPI,코스피 200 헬스케어,1550.74,10.33,0.67,1533.67,1556.32,1533.67,2388844,160611307260,102902988878230
20231030,KOSPI,음식료품,3518.93,17.67,0.50,3487.46,3524.89,3478.32,3572478,39046528074,24667777527561
20231030,KOSPI,섬유의복,297.36,12.33,4.33,286.34,297.94,286.26,1278606,20006317090,7098563538025
20231030,KOSPI,종이목재,327.61,-24.94,-7.07,351.56,351.78,324.03,580408,2907463048,2912700663766
20231030,KOSPI,화학,4398.71,72.24,1.67,4290.16,4430.99,4288.51,68009798,930696301908,144293020987854
20231030,KOSPI,의약품,12147.81,24.07,0.20,12061.43,12221.09,12061.43,31218005,300563469879,101773205623519
20231030,KOSPI,비금속광물,3780.02,43.42,1.16,3724.57,3783.41,3724.00,7355406,92683829104,8323204627108
20231030,KOSPI,철강금속,5505.84,149.05,2.78,5316.70,5505.84,5300.36,27106607,538709935338,66598319619574
20231030,KOSPI,기계,967.53,13.26,1.39,949.03,967.67,943.48,28798403,548243819038,38042052565144
20231030,KOSPI,전기전자,24353.28,87.44,0.36,24145.32,24562.34,24145.32,38475977,2018208773464,752375095328983
20231030,KOSPI,의료정밀,1355.88,-0.42,-0.03,1358.75,1368.76,1347.98,1039835,15655875480,3693936864440
20231030,KOSPI,운수장비,1924.12,-25.93,-1.33,1953.53,1961.61,1914.07,47218655,609103472940,144397906966623
20231030,KOSPI,유통업,333.72,3.03,0.92,329.63,333.88,327.55,18979620,348970660343,63259213627047
20231030,KOSPI,전기가스업,569.03,10.45,1.87,557.27,570.95,556.89,8569160,101922851650,15009701334160
20231030,KOSPI,건설업,68.06,0.02,0.03,67.72,68.22,67.49,10013138,55569847144,13773931769260
20231030,KOSPI,운수창고업,1370.26,10.18,0.75,1355.87,1383.34,1353.67,20550209,157348687418,33179888477540
20231030,KOSPI,통신업,366.31,-0.51,-0.14,367.21,368.75,365.49,1638461,40919817588,24071811421845
20231030,KOSPI,금융업,345.14,-1.00,-0.29,343.97,345.52,342.17,35963015,616015775151,244380868829186
20231030,KOSPI,증권,1678.95,10.96,0.66,1663.03,1681.22,1660.54,9072299,44020847690,19020154643821
20231030,KOSPI,보험,16709.66,108.49,0.65,16513.87,16820.41,16448.70,3123097,47202332837,42474838133100
20231030,KOSPI,서비스업,978.89,-0.31,-0.03,975.76,982.66,972.35,34313628,461191578833,136749597933298
20231030,KOSPI,제조업,6198.90,27.93,0.45,6142.79,6226.62,6142.79,257065179,5146101605653,1308265738495370
20231030,KOSPI,코스피 대형주,2296.49,4.68,0.20,2280.04,2305.12,2280.04,69198681,4460034891591,1477351695766310
20231030,KOSPI,코스피 중형주,2546.07,20.14,0.80,2521.18,2547.22,2515.83,56118467,861972718784,213881567753902
