,industry,corp_name,stock_code,공시날짜,시계열,ROE,영업이익률,순이익률,매출총이익률,부채비율,유동비율,고정비율,매출액_증감률,영업이익_증감률
2085,의약품,유한양행,100,20210311,2020-4분기,10.31150825886813,5.201349381061443,11.754153111052121,34.47332193324156,29.6246953696182,312.82004317393864,64.88004332520985,276.9936301581871,313.59775121538746
2086,의약품,유한양행,100,20210517,2021-1분기,1.0806111943826624,3.6674753824195188,5.306721995915933,30.333426552763076,34.95390516713407,270.57965807992224,66.16596288774996,-76.600961805577,-83.50132047218331
2087,의약품,유한양행,100,20210817,2021-2분기,1.758465855229727,5.406245327665702,7.66628750236536,32.57203383963557,30.024666525513442,315.29841536259073,65.7897522760957,14.326946922967343,68.52997175970555
2088,의약품,유한양행,100,20211115,2021-3분기,1.5740037138474907,1.4432372151231432,6.660143564424422,29.405692996387334,28.67335668032937,312.47279849122293,65.53334275588779,4.18357033078105,-72.18742458165408
2089,의약품,유한양행,100,20220310,2021-4분기,5.12047057802871,2.87924116245312,5.873094594356,31.084719251574526,27.27029944883232,283.369600444465,64.03824597471964,273.8501374408318,645.8265994177234
2090,의약품,유한양행,100,20220516,2022-1분기,0.8406120974576272,1.485193124548196,3.911165515403319,28.193052016171233,29.791326637371835,282.85133813238355,59.00083699518728,-75.65762733957021,-87.44352332068712
2091,의약품,유한양행,100,20220816,2022-2분기,1.7016242898409928,3.5068810437040456,6.818187715988927,30.114731661258965,27.039475384082724,299.0196301022146,58.981567129856906,17.54885567344038,177.55976435434513
2092,의약품,유한양행,100,20221114,2022-3분기,0.2857893057712249,-1.0514821575388495,1.2837266896542137,27.983630642029205,24.70354568950841,294.9213585919579,60.83026810633457,-10.645963478847841,-126.79137784691714
2093,의약품,유한양행,100,20230315,2022-4분기,4.512006921670875,2.0288294175183714,5.101361386040488,29.180505110228903,23.1556770809987,273.84292209676755,63.94180724271719,311.51648290532927,-894.0189382444951
2094,의약품,유한양행,100,20230515,2023-1분기,1.1163777719259562,5.107801083855474,5.028396819531969,30.598264747837707,24.769189909700437,270.2387951190834,64.41936680062939,-75.05149646648084,-37.18939981412836
2095,의약품,유한양행,100,20230814,2023-2분기,0.4333267501386158,5.50632030856004,1.7341916227240266,30.827762334534274,26.302837844649428,269.8563749292087,67.69847270527748,11.889005254509666,20.618773484507958
2096,의약품,유한양행,100,20231114,2023-3분기,0.9357515455024138,0.18284474592340957,3.936404481610059,29.912040458490925,31.274845110206734,232.47024281261085,70.64746148054466,-2.553649021023885,-96.76416330916757
2097,의약품,유한양행,100,20240307,2023-4분기,6.3772225737844535,3.053276262358928,7.209975362833382,30.439488321552677,33.89293581953915,215.44534218576388,74.11085153659128,284.8317921264928,6326.204756209138
2098,의약품,유한양행,100,20240516,2024-1분기,0.5176352955708656,0.0,0.0,0.0,34.1166388180038,221.42028634862805,74.52685201587613,0.0,-98.98319445063257
2099,의약품,유한양행,100,20240814,2024-2분기,1.5087482937380328,3.5097403460455188,6.040424888134284,31.683929193355443,36.43136420584828,203.64329277693156,73.98056875398908,-71.5805441693832,3112.8225321837335
2100,의약품,유한양행,100,20241114,2024-3분기,1.634439723484291,7.945752552752658,5.935665130389038,40.214768239017346,34.54399970568759,229.5594617903394,74.32078213523656,13.339276790987142,156.59044803807447
2101,의약품,종근당,185750,20200515,2020-1분기,3.597826997495733,8.814564323478582,5.906150885086975,35.46926823947287,72.34113684595226,167.14970273013697,67.02527939399225,0.0,0.0
2102,의약품,종근당,185750,20200824,2020-2분기,5.478290603180589,11.581838602413168,8.882284449744768,38.19512334926615,74.33079773976678,181.84139474138465,64.67295556720894,7.044562842368274,40.65049667899174
2103,의약품,종근당,185750,20201116,2020-3분기,6.351184803925168,13.491812756179703,9.654468643743844,37.723882575176276,76.99745958090428,181.487956432102,61.14094920630259,14.12744763985263,32.948334608700904
2104,의약품,종근당,185750,20210318,2020-4분기,16.3897818389646,9.51151564454609,6.938157753125456,37.539236076469095,71.5636347814421,187.172393573721,62.767112708101806,263.57218791766536,156.31267019450655
2105,의약품,종근당,185750,20210517,2021-1분기,2.683791007427483,7.013231913706706,4.724118527602248,36.22227993062168,71.48032390964626,175.61182379959004,65.83904327902054,-76.06211771206668,-82.34961426946165
2106,의약품,종근당,185750,20210817,2021-2분기,4.110462761797887,9.660868026110107,7.112565373271945,39.62220946705095,67.07160425863779,185.69394699712066,64.43165817973936,5.008768470695357,44.651690727215446
2107,의약품,종근당,185750,20211115,2021-3분기,0.3047472851029904,10.568845351055842,0.5048380058964642,37.58835199962599,90.50138813925841,207.4890525914969,65.55527334172919,4.488972204582087,14.30937521725486
2108,의약품,종근당,185750,20220317,2021-4분기,7.485988636998285,7.052807021197416,3.1525553236922796,36.903301676143975,84.99142821795303,208.3336976548106,67.0813523974479,292.5794547085516,161.97631269812462
2109,의약품,종근당,185750,20220516,2022-1분기,3.092718877209113,7.338566167113882,5.123743671420034,36.703361728554185,88.92716004632616,199.44384820876544,68.00576424927726,-74.59197951710381,-73.56252071994707
2110,의약품,종근당,185750,20220816,2022-2분기,3.8643561428287385,7.360102961811456,6.159430603290477,36.7621425800353,88.08115019917314,187.0825880335729,66.89252192275784,7.222033441524212,7.5367023930197785
2111,의약품,종근당,185750,20221114,2022-3분기,4.614568990512023,10.242999003878724,7.348181437603057,36.56317320892237,81.62718796008507,194.22883990197747,65.7145427776869,4.880254408156803,45.9610479640485
