종목명,베타 값
경동인베스트,1.0909301914365916
경방,0.7230025075612869
경보제약,0.2363361786069708
경인양행,0.7443984466710775
경인전자,0.4977116506998118
계룡건설,0.6524011863601799
계양전기,0.6432546864060961
계양전기우,0.1511566778663481
고려산업,0.5372910286665088
고려아연,0.5960080734522432
고려제강,0.6706030117602909
광동제약,0.7739012872244632
광명전기,1.0417828856297298
광전자,0.681007060773784
광주신세계,0.2501025338697584
교보증권,0.4542227567876453
교촌에프앤비,0.422685112289762
국도화학,0.6753832598498754
국동,0.9115647128042846
국보,-0.06449094642882704
국제약품,0.9392415145042229
그린케미칼,1.129299606454233
극동유화,0.44612313903219963
금강공업,0.7065662868127504
금강공업우,0.26534042282404047
금비,0.40632992562917786
금양,1.3090517761767
금호건설,0.6289246487675882
금호건설우,0.38104853389354887
금호석유,0.8640409123344772
금호석유우,0.46695552784120636
금호에이치티,0.6549436973657612
금호전기,0.11013682460774132
금호타이어,0.8285341494074062
기신정기,0.41194379892038024
기아,1.2141445785022305
기업은행,0.5354100736789692
까뮤이앤씨,0.23739039830206604
깨끗한나라,0.8903605634874917
깨끗한나라우,0.4235003876356574
남광토건,0.3458934889674705
남선알미늄,0.9852803437454692
남선알미우,0.8175472965024263
남성,0.8821383887516432
남양유업,0.38250924110902196
남양유업우,0.2963337400389405
남해화학,0.5028286703101059
넥센,0.5134648630364997
넥센우,0.26795534758215395
넥센타이어,0.5255093023245321
넥센타이어1우B,0.2969773778906344
넥스틸,1.3635086228258888
넷마블,0.7509222355603913
노루페인트,0.810356527962274
노루페인트우,0.6245702738640204
노루홀딩스,0.549348998298008
노루홀딩스우,0.1560982114655497
녹십자,0.6833745578138776
녹십자홀딩스,0.7246686182067394
녹십자홀딩스2우,0.3177400543687208
농심,0.3052607656906727
농심홀딩스,0.3916958759458083
다스코,0.7685953442012314
다올투자증권,0.5364580479416634
다우기술,0.7483269532802924
다이나믹디자인,0.9136294499303556
대교,0.705207161121141
대교우B,0.20525323754159974
대구백화점,-0.032294536607387916
대덕,0.30389663704939623
대덕1우,0.297312636664158
대덕전자,1.176078812323375
대덕전자1우,0.5023576177125724
대동,1.056962003683225
대동전자,-0.1544704196724268
대림B&Co,0.6351126628127942
대림통상,0.11402435741382558
대상,0.5840816651322149
대상우,0.9375721472332604
대상홀딩스,1.1151452773975457
대상홀딩스우,0.8085042161150694
대성산업,0.6757807944016605
대성에너지,-0.08045254121905593
대성홀딩스,0.6493994544701015
대신증권,0.35143529703722237
대신증권2우B,0.3042202353181339
대신증권우,0.3078772826855171
대양금속,0.6809817561943367
대영포장,0.8882250707478654
대우건설,0.7129377957464316
대우부품,0.40795425235621247
대웅,0.9319612982135136
대웅제약,0.5914871899644971
대원강업,0.9003041625858311
대원전선,1.495170400520705
대원전선우,1.0174729466291628
대원제약,0.4650212427065025
대원화성,0.758388434150875
대유에이텍,0.7016205610572395
대유플러스,0.06330226711116124
대창,0.9515353137176754
대창단조,0.6044681041419822
대한방직,0.355485776072955
대한유화,0.8492509188389114
대한전선,1.255527355341835
대한제강,0.5254257637044554
대한제당,0.5110617620177654
대한제당우,0.3667646662285798
대한제분,0.3923332916005069
대한항공,0.58274387443447
대한항공우,0.32704503935460716
대한해운,0.8025128751019757
대한화섬,0.3692348992253132
대현,0.3437786243762164
대호에이엘,0.4397661179852725
더블유게임즈,0.3416628450437376
더존비즈온,0.9496954364811331
덕성,0.6539482583547811
덕성우,0.6075491751583318
덕양산업,1.428774186309828
덴티움,0.6834911469638282
도화엔지니어링,0.5666501252184737
동국씨엠,0.893507028718096
동국제강,0.8141382198277999
동국홀딩스,0.8169433728503044
동남합성,0.1430914631859563
동방,0.9650883153730727
동방아그로,0.18711492061915394
동부건설,0.4555982830067517
동부건설우,0.10308491207345305
동서,0.14536780895339926
동성제약,0.1086939658523994
동성케미컬,0.4804733608760857
동아쏘시오홀딩스,0.2831187633932314
동아에스티,0.5553033277560576
동아지질,0.6534948830091282
동아타이어,0.26625753129108853
동양,0.560218645703335
동양2우B,0.09900005686682042
동양고속,0.2818880231000434
동양생명,0.6183016879931382
동양우,0.20302926437803323
동양철관,1.0424622057266932
동양피스톤,0.6264899952911736
동원F&B,0.34365764128880494
동원금속,1.0159623175336294
동원산업,0.5046688606131643
동원수산,0.4129537392701907
동원시스템즈,1.0826519851319671
동원시스템즈우,0.3790045947659629
동일고무벨트,1.1958096851580433
동일산업,0.27084037536817057
동일제강,0.5326889521117204
동화약품,0.6861875228242758
두산,1.7574812273118725
두산2우B,1.2273733728766831
두산로보틱스,1.2451137736975286
두산밥캣,1.089965862187672
두산에너빌리티,1.2163641271554337
두산우,1.2515872603798832
두산퓨얼셀,1.3112056065428874
두산퓨얼셀1우,0.8822178709590972
두산퓨얼셀2우B,0.8348926355077929
두올,0.9587056509989451
드림텍,0.9888243520882709
디씨엠,0.33405253924575834
디아이,1.6436737259370802
디아이씨,1.1694285531222168
디앤디플랫폼리츠,0.24141664036408586
디와이,0.9833301558101097
디와이파워,0.5691859395356221
락앤락,0.04722790478371999
롯데관광개발,0.6506520690631433
롯데렌탈,0.4049946296802281
롯데리츠,0.33569316554310047
롯데손해보험,0.807271524047823
롯데쇼핑,0.5270504064886822
롯데에너지머티리얼즈,1.3051521682972798
롯데웰푸드,0.379360043883903
롯데정밀화학,0.5558128777516677
롯데정보통신,-0.44907720595771455
롯데지주,0.5724260801376584
롯데지주우,0.3172943564901937
롯데칠성,0.2729580746788888
롯데칠성우,0.24622663588722243
롯데케미칼,0.8773135629252523
롯데하이마트,0.519034730915618
마니커,0.2791408962224354
마스턴프리미어리츠,0.2812712429312132
만호제강,0.2091102035603608
맥쿼리인프라,0.21210433135827783
맵스리얼티1,0.2770409585448068
메리츠금융지주,0.8091399796101488
메타랩스,0.5960071171318714
명문제약,0.8402422879974177
명신산업,1.2052165011426725
모나리자,0.6728302757910181
모나미,0.6555457181604682
모두투어리츠,0.4165928183747095
모토닉,0.34365072447547823
무림P&P,0.41322884647067787
무림페이퍼,0.5980538493997761
무학,0.4942582017382793
문배철강,0.7439466745684001
미래산업,0.9390062364574199
미래아이앤지,0.6807629936291417
미래에셋글로벌리츠,0.31735108756696556
미래에셋맵스리츠,0.21449156137217593
미래에셋생명,0.22987900073340845
미래에셋증권,1.1096707223744828
미래에셋증권2우B,0.6426095835009428
미래에셋증권우,0.5818821111568563
미원상사,0.38661666034017533
미원에스씨,0.15157646093030583
미원홀딩스,0.19475787949928194
미원화학,0.16488309269008875
미창석유,0.39165615073999144
바다로19호,0.0
바이오노트,0.5335366041607313
방림,0.6357480276372328
백광산업,0.9012730887762811
백산,0.731763357262014
범양건영,0.6159089621943945
벽산,0.6518942350612308
보락,0.6299743644627748
보령,0.8311174446641266
보해양조,0.4778957240520498
부광약품,0.7803837819066339
부국증권,0.48683541666849833
부국증권우,0.18481215252697
부국철강,0.8687772393931871
부산산업,0.656332522797195
부산주공,0.0
비비안,0.5657938124778116
비상교육,0.5763085989878307
비에이치,0.9645531929793941
비케이탑스,-0.3749727336468969
빙그레,0.24082148868897818
사조대림,0.9779705891398563
사조동아원,0.3754491974057434
사조산업,0.5473448235095528
사조씨푸드,0.6993692911839378
사조오양,0.24690600367791302
삼부토건,0.6650072669770013
삼성FN리츠,0.12053273266891563
삼성SDI,1.2288166633213997
삼성SDI우,1.0026521185276527
삼성공조,1.031740425995796
삼성물산,1.1272847360417768
삼성물산우B,0.9783848886481284
삼성바이오로직스,0.5468725100855446
삼성생명,0.9326779722820223
삼성에스디에스,0.6107661843027882
삼성엔지니어링,0.9711610951049272
삼성전기,1.0882708136791102
삼성전기우,1.0152594477417882
삼성전자,1.2366348183815103
삼성전자우,1.052621699652029
삼성제약,0.44168531355851265
삼성중공업,0.8890823398088992
삼성증권,0.8270617743496511
삼성출판사,0.8056198743849711
삼성카드,0.29293981774033023
삼성화재,1.0904662562106193
삼성화재우,0.6705760770337141
삼아알미늄,1.2080560083235874
삼양사,0.6416424085263148
삼양사우,0.33072329086383445
삼양식품,0.877697035165078
삼양통상,0.3264562749701652
삼양패키징,0.2184381867059751
삼양홀딩스,0.45397013534505043
삼양홀딩스우,0.21968340510258874
삼영,1.100325987724458
삼영무역,0.24692297897596543
삼영전자,0.5644547352723547
삼원강재,0.5553123137433849
삼익THK,1.220724553047745
삼익악기,0.380918974495695
삼일씨엔에스,0.37733993939064087
삼일제약,0.878194683741435
삼정펄프,0.1887778895932068
삼진제약,0.4084990644588069
삼천리,0.5059006685120868
삼호개발,0.3136557702638957
삼화왕관,0.2818943394615763
삼화전기,1.9654679146376839
삼화전자,1.0588825481328974
삼화콘덴서,1.2543570564527935
삼화페인트,0.7357414384431236
상상인증권,0.159963257290826
상신브레이크,0.754471947583772
새론오토모티브,0.33745849626147406
샘표,0.46343776450031465
샘표식품,0.7481877047183676
서연,1.570972866951901
서연이화,1.7041796853777154
서울가스,0.45468111918505744
서울식품,0.3430900724857946
서울식품우,0.24662798471424846
서원,0.8951126306990178
서흥,0.6491524951289388
선도전기,0.0
선진,0.6110056276017469
성문전자,0.9098962356810025
성문전자우,0.3399742290737361
성보화학,0.33924824739097187
성신양회,0.5782490671862155
성신양회우,0.43464176699310136
성안,0.1991880209261576
성창기업지주,0.5966956751368736
세기상사,0.4026453369688442
세방,0.8111976887727521
세방우,0.39865282782386885
세방전지,1.059745958678465
세아베스틸지주,0.7669103933107099
세아제강,0.5521891524015273
세아제강지주,0.5287419782468393
세아특수강,0.30521581251863017
세아홀딩스,0.3802050128550428
세우글로벌,0.44846739332935043
세원이앤씨,0.0
세원정공,0.619123342069287
세이브존I&C,0.710455486453446
세종공업,0.8761717663931365
세진중공업,0.8288989538333297
셀트리온,0.8034595478885866
솔루스첨단소재,1.2832438334661702
솔루스첨단소재1우,0.8362179439011485
솔루스첨단소재2우B,0.9405877616666339
솔루엠,0.5105317526362014
송원산업,0.8404323939702013
수산인더스트리,0.8384138413574389
수산중공업,0.7883501213764382
스카이라이프,0.39016777504829553
스틱인베스트먼트,0.5402642262557829
시디즈,0.3005392713810498
신대양제지,0.39192998977650706
신도리코,0.4446200859017585
신라교역,0.5662782657897072
신성이엔지,0.9761558526120069
신성통상,0.3383824692798802
신세계,0.6010744141974266
신세계 I&C,0.6638018679507424
신세계건설,0.5789394681257446
신세계인터내셔날,0.554518010185279
신세계푸드,0.4554634760760155
신송홀딩스,0.6920250222179095
신영와코루,0.27590589309083474
신영증권,0.1783956035942045
신영증권우,0.11651005366802213
신원,0.4400131543701478
신일전자,0.43868079097394896
신풍,0.2614291923502328
신풍제약,1.0080520353138394
신풍제약우,0.5946502623954157
신한서부티엔디리츠,0.2793379300147899
신한알파리츠,0.21666523110586686
신한지주,1.0517555840161013
신흥,-0.04734276106159043
쌍방울,0.0
쌍용C&E,0.16781959783640044
써니전자,0.784213353382374
쏘카,0.29749635167752725
씨아이테크,0.18480625684856683
씨에스윈드,1.2433107294702825
씨티알모빌리티,0.8126782500307219
아남전자,1.0859957409673027
아모레G,0.49108192670540296
아모레G3우(전환),0.3402927595782543
아모레G우,0.37378741343736827
아모레퍼시픽,0.43339778007297636
아모레퍼시픽우,0.4956661474625642
아세아,0.24486569049649215
아세아시멘트,0.4699192710662961
아세아제지,0.2557934508737573
아센디오,0.8140925891602522
아시아나IDT,0.7960056885213113
아시아나항공,0.6392341981642142
아이마켓코리아,0.28740669237471883
아이에스동서,0.9067081668454878
아주스틸,0.6387048503802477
알루코,1.1815004407615777
애경산업,0.7077564531963647
애경케미칼,1.2315033781448466
에넥스,0.34996928481181105
에스디바이오센서,0.9100347333724567
에스메디,0.5696589370765549
에스엘,0.9319463823061334
에스엠벡셀,0.31632079300198396
에스원,0.39999430928233126
에쓰씨엔지니어링,0.534250618386775
에어부산,0.569600379679243
에이리츠,-0.012373911222683815
에이블씨엔씨,1.0114919209131708
에이엔피,0.46834320495444487
에이프로젠,1.1940911187504206
에이프로젠바이오로직스,0.8763437342227395
에이플러스에셋,0.6014661912603247
엔씨소프트,0.7369691153315405
엔에이치스팩19호,0.04171309876586397
엔케이,0.5870104280658621
엘브이엠씨홀딩스,0.6043320877472468
엠씨넥스,0.8832982207019903
영보화학,0.3881719539995566
영원무역,0.6210990449256575
영원무역홀딩스,0.3869055363527637
영진약품,0.5621141582838451
영풍,0.6809871920562951
영풍제지,0.6279515671083123
영화금속,0.3384781294441039
영흥,0.41905174302344494
예스코홀딩스,0.24459248859925167
오뚜기,0.34421317292887765
오리엔트바이오,0.4322435307345182
오리온,0.5354831331311896
오리온홀딩스,0.20571748705700152
와이투솔루션,0.8185817208549967
용평리조트,0.24612897368879214
우리금융지주,0.7224872477705169
우성,0.3925698940654206
우신시스템,0.6887370814952044
우진,1.0765627288974062
우진아이엔에스,0.7420225249621356
우진플라임,0.49568904289734117
웅진,0.8101477309401832
웅진씽크빅,0.6060183288142288
원림,0.4707709269425397
웰바이오텍,0.19277837337391468
윌비스,0.5223314790799031
유나이티드제약,0.6353076188707355
유니드,0.5483669294284883
유니드비티플러스,0.6921675005011907
유니온,0.6609278941031376
유니온머티리얼,0.70710926888805
유니켐,0.48566907635879497
유니퀘스트,1.5174866622444145
유성기업,0.35036456308343544
유수홀딩스,0.3434363754144018
유안타증권,0.6309802337249678
유안타증권우,0.46589212771512784
유엔젤,0.49835545975975626
유유제약,0.8488616878872826
유유제약1우,0.5494366508077646
유유제약2우B,0.604814311683136
유진투자증권,1.1433978403505103
유한양행,0.868130717905386
유한양행우,0.7395518773968521
유화증권,0.25494458446908247
유화증권우,0.07172061103769736
율촌화학,0.9991778775469942
이건산업,0.7333023090938702
이구산업,1.1650854192632207
이노션,0.28784437403836693
이리츠코크렙,0.16957709095465578
이마트,0.6656699419632525
이수스페셜티케미컬,0.9329059568573478
이수페타시스,2.0195841742680063
이수화학,1.152602386016147
이스타코,0.42049830354574913
이아이디,0.0
이엔플러스,0.9510562412365141
이연제약,0.9117127967996376
이월드,0.8392527214294362
이지스레지던스리츠,0.18426224874667943
이지스밸류리츠,0.1345863533638186
이화산업,0.6054895007695936
인디에프,0.5491546353543636
인바이오젠,0.0
인스코비,0.5780667267305161
인지컨트롤스,0.8717605138109283
인천도시가스,0.17399305680348187
인터지스,0.4982796304026232
인팩,0.6234954137913931
일동제약,0.8537069351892301
일동홀딩스,0.8007088794460224
일성건설,0.6285550566252273
일성신약,0.14616903060807443
일신방직,0.5223055116799421
일신석재,0.5958340476029452
일양약품,0.49099771303565215
일양약품우,0.28957334134721663
일정실업,0.5948877221244991
일진다이아,1.0515248527712693
일진디스플,0.5162346517719145
일진전기,1.4832180162403032
일진하이솔루스,0.8626678515141807
일진홀딩스,0.692359773481261
잇츠한불,0.7638250983422333
자이에스앤디,0.6264259022596234
자화전자,0.9998271273605611
전방,0.3559714743134163
제이알글로벌리츠,0.22563414530195497
제이에스코퍼레이션,0.7031138895590437
제이준코스메틱,0.2501975593405381
제일기획,0.33666551956731067
제일약품,0.8067882288374514
제일연마,0.19043751022304342
제일파마홀딩스,0.8049178117177398
제주은행,0.5509390961489162
제주항공,0.4355922968570173
조광페인트,0.7235795074930761
조광피혁,0.23774999922008525
조비,0.5078073414247076
조선내화,0.5834934058121127
조선선재,0.39276172557278716
조일알미늄,0.8836096093766235
조흥,0.07597287611765613
종근당,0.7622154460632677
종근당바이오,0.8226157638986663
종근당홀딩스,0.5493889436287183
주연테크,0.5968372460164276
지누스,1.0202797200154674
지엠비코리아,0.47406395744195334
지역난방공사,0.5368444099321767
진도,0.24165708645422695
진양산업,0.37374267427563923
진양폴리,0.3985899907271287
진양홀딩스,0.2357432722057794
진양화학,0.25313258115866333
진에어,0.45819075747153926
진원생명과학,0.6577513769328786
진흥기업,0.4827230825376352
진흥기업2우B,0.12447039035912838
진흥기업우B,0.04038854606970845
참엔지니어링,0.3703149224496148
천일고속,0.20959794040192117
청호ICT,0.0
체시스,1.1143530540196847
카카오,0.8643831600733759
카카오뱅크,1.1714626820170395
카카오페이,1.1207885092349867
카프로,0.022078084142889837
컨버즈,0.0
케이비아이동국실업,0.6039697426055525
케이씨,1.0500438096843663
케이씨텍,1.3793251394132577
케이카,0.32665929126796417
케이탑리츠,0.20316719830517624
코람코더원리츠,0.2410551720532183
코람코라이프인프라리츠,0.24761123858944561
코리아써우,0.7443108919946066
코리아써키트,1.4859846205022567
코리아써키트2우B,0.17152947769311858
코리안리,0.24487986042506632
코스맥스,0.5324283205688265
코스맥스비티아이,0.40255810025055333
코스모신소재,1.1982815397414928
코스모화학,1.5357162637373634
코아스,0.5230344882841774
코오롱,0.6779641202806884
코오롱글로벌,0.7525321544350613
코오롱글로벌우,0.597475765964343
코오롱모빌리티그룹,0.7682186872726986
코오롱모빌리티그룹우,0.5931996882625499
코오롱우,0.2701642458592498
코오롱인더,0.8654890614247639
코오롱인더우,0.45107431165591344
코오롱플라스틱,0.6754468517855431
코웨이,0.5604365510043606
콘텐트리중앙,0.7848910445551238
콤텍시스템,0.63658106094747
쿠쿠홀딩스,0.31249484747240996
쿠쿠홈시스,0.517778627343011
크라운제과,0.5542539177898895
크라운제과우,0.30111359312663244
크라운해태홀딩스,0.6541712314200268
크라운해태홀딩스우,0.21865970572400556
크래프톤,0.6342435987262062
키다리스튜디오,0.675718922185705
키움증권,1.012349493257392
태경비케이,0.8915476750267483
태경산업,0.5904007146349785
태경케미컬,0.8500036224608548
태광산업,0.6929285285128652
태림포장,0.7554994551230161
태양금속,0.7898962786298147
태양금속우,0.7445524925175234
태영건설,-0.019608242479300573
태영건설우,-0.15331724283136694
태원물산,0.42162317844005914
태평양물산,0.7927235964592676
테이팩스,1.3038508718610788
텔코웨어,0.19510191391856813
토니모리,0.8954047792350259
티에이치엔,0.7137346466387239
티와이홀딩스,0.35110440285117445
티와이홀딩스우,0.3645976626104198
티웨이항공,0.44588554233651606
티웨이홀딩스,0.3149728949028698
파미셀,1.17172466732803
팜스코,0.5863815581487036
팜젠사이언스,0.6044998326995776
팬오션,0.8496331877293178
퍼스텍,0.5590658846537411
퍼시스,0.33294862391007757
페이퍼코리아,0.3819588078060701
평화산업,0.7798879921627123
평화홀딩스,0.5679822831647715
포스코스틸리온,1.1823315724373151
포스코인터내셔널,1.394297409772888
포스코퓨처엠,1.3304577407524822
풀무원,0.5789349995904024
풍산,0.7404463121003556
풍산홀딩스,0.6715677861506616
프레스티지바이오파마,0.9719886682492965
플레이그램,0.7029801624632019
하나금융지주,1.062184326151003
하나제약,0.47560426181898957
하나투어,0.6721550744753992
하이브,0.4304946616894455
하이스틸,1.2116037221021003
하이트론,0.22219061908146442
하이트진로,0.41397282947808295
하이트진로2우B,0.1377880418156732
하이트진로홀딩스,0.32674911812250473
하이트진로홀딩스우,0.23236801649815528
한국ANKOR유전,0.19269020357065778
한국가스공사,1.317392766992673
한국공항,0.7402129259047219
한국금융지주,1.0301711262785942
한국금융지주우,0.7010360096186801
한국내화,0.8262982748245866
한국단자,0.5565710416938912
한국무브넥스,1.4108585269402802
한국석유,-0.24741478079056317
한국수출포장,0.7184059622559108
한국쉘석유,0.37024882872736403
한국앤컴퍼니,0.4670540924311105
한국자산신탁,0.2461548176948192
한국전력,0.5786478845769641
한국전자홀딩스,0.44846569469892067
한국제지,0.42253061885603194
한국종합기술,0.7122517899672797
한국주강,0.519144816597876
한국주철관,0.3518170033862337
한국철강,0.3681616913123044
한국카본,0.8245227902340327
한국콜마,0.6600344670824811
한국콜마홀딩스,0.5624552234995837
한국타이어앤테크놀로지,0.6575520575103775
한국토지신탁,0.35968519528051596
한국특강,0.2762140985149224
한국패러랠,0.2068038254199203
한국항공우주,0.49152445967712505
한국화장품,0.8379957006697715
한국화장품제조,1.2226676431781969
한농화성,1.317586223755504
한독,0.7127359155376676
한미글로벌,0.9207251856622325
한미반도체,1.5073857178720556
한미사이언스,0.7621156353218815
한미약품,0.7091559620226393
한샘,0.4636559938741002
한섬,0.4489309800242393
한성기업,1.2485425527730563
한세실업,0.6165526954335423
한세엠케이,0.609497843009007
한세예스24홀딩스,0.6256235727033099
한솔PNS,0.5112692382904936
한솔로지스틱스,0.688465087839047
한솔제지,0.35959040216379046
한솔케미칼,1.0393238777796583
한솔테크닉스,0.8066691632824469
한솔홀딩스,0.3456633618431798
한솔홈데코,0.6624543355035352
한신공영,0.6164991745114705
한신기계,1.4713237938484824
한양증권,0.28218446040273
한양증권우,-0.11537412168287181
한온시스템,0.8274993007029575
한올바이오파마,0.8326935927113543
한익스프레스,1.0678505671544176
한일시멘트,0.5220960004748633
한일철강,0.5407012047426869
한일현대시멘트,0.4510606467916788
한일홀딩스,0.45594918654563715
한전KPS,0.4564961198627785
한전기술,0.9824734651883814
한전산업,0.8928268782611174
한진,0.8477785083165892
한진중공업홀딩스,0.32408619880006706
한진칼,1.1692532786756036
한진칼우,0.5649958585152183
한창,0.2909778788043966
한창제지,0.2646717665552609
한컴라이프케어,0.3069620094920767
한화,0.736249947737153
한화3우B,0.48028631097057695
한화갤러리아,0.8736953382516217
한화갤러리아우,0.44687166884157603
한화리츠,0.14081481291241035
한화생명,0.8945829319381369
한화손해보험,0.9574060923264881
한화솔루션,1.3376857776600561
한화솔루션우,1.0476672129257492
한화시스템,0.4130053365452752
한화에어로스페이스,0.4690220872474533
한화오션,1.215739560679947
한화우,0.015454693630839428
한화투자증권,1.274964207355982
한화투자증권우,0.9729135229901943
해성디에스,1.248669859559498
해태제과식품,0.7231731141372362
핸즈코퍼레이션,0.4176057205842139
현대건설,0.6365669118084697
현대건설우,0.34606176221954654
현대그린푸드,0.31880436067561174
현대글로비스,0.7154401009401782
현대로템,0.581298028095154
현대리바트,0.7476126406627264
현대모비스,0.7834479876873772
현대미포조선,0.7072989761534159
현대백화점,0.5689505758846936
현대비앤지스틸,1.3054482228272346
현대약품,0.6329216301166545
현대엘리베이,0.5953331069365104
